complaint_id,date,area,category,priority,status,days_to_resolve,complaint_text,resolved
CM-0496,2026-02-27,Farmgate,road,low,resolved,2,"Road repair work is incomplete in Farmgate, creating traffic bottlenecks.",0
CM-0497,2026-03-31,Dhanmondi,traffic,low,unresolved,8,Traffic police presence is low in Dhanmondi during rush hours.,0
CM-0498,2026-04-09,Mirpur,water,medium,resolved,4,No municipal water available in part of Mirpur since last night.,0
CM-0499,2026-03-11,Gulshan,traffic,low,resolved,5,Unauthorized roadside parking worsening traffic flow in Gulshan.,0
CM-0500,2026-03-02,Mohammadpur,road,medium,unresolved,14,Street section in Mohammadpur is flooded after rain due to damaged road drainage.,0
CM-0501,2026-04-07,Uttara,water,medium,resolved,6,Residents in Uttara report muddy tap water during morning hours.,0
CM-0502,2026-02-22,Mohammadpur,road,low,resolved,5,"Road repair work is incomplete in Mohammadpur, creating traffic bottlenecks.",0
CM-0503,2026-03-10,Uttara,waste,low,unresolved,7,Garbage has not been collected for several days in Uttara.,0
CM-0504,2026-03-03,Dhanmondi,road,low,resolved,5,Drain cover is missing on a busy road in Dhanmondi.,0
CM-0505,2026-03-09,Mohammadpur,waste,low,unresolved,18,Overflowing community bin in Mohammadpur is causing foul smell.,0
CM-0506,2026-02-10,Mohammadpur,waste,low,unresolved,13,Waste pile near market area in Mohammadpur attracting stray animals.,0
CM-0507,2026-04-10,Gulshan,traffic,low,unresolved,12,Frequent gridlock near bus stop reported in Gulshan.,0
CM-0508,2026-04-03,Mirpur,road,high,resolved,7,Large pothole near the main road in Mirpur causing bike accidents.,0
CM-0509,2026-03-29,Mirpur,traffic,high,unresolved,16,Unauthorized roadside parking worsening traffic flow in Mirpur.,0
CM-0510,2026-03-08,Mirpur,waste,high,unresolved,17,Overflowing community bin in Mirpur is causing foul smell.,0
CM-0511,2026-02-17,Demra,road,low,resolved,7,Large pothole near the main road in Demra causing bike accidents.,0
CM-0512,2026-03-14,Mirpur,water,high,resolved,7,Intermittent water supply disruption observed in Mirpur.,0
CM-0513,2026-02-24,Uttara,traffic,medium,unresolved,15,Unauthorized roadside parking worsening traffic flow in Uttara.,0
CM-0514,2026-03-25,Dhanmondi,road,low,resolved,4,Drain cover is missing on a busy road in Dhanmondi.,0
CM-0515,2026-03-19,Mirpur,road,high,unresolved,14,Large pothole near the main road in Mirpur causing bike accidents.,0
CM-0516,2026-02-23,Dhanmondi,waste,low,unresolved,11,Overflowing community bin in Dhanmondi is causing foul smell.,0
CM-0517,2026-03-14,Gulshan,traffic,low,unresolved,15,Traffic police presence is low in Gulshan during rush hours.,0
CM-0518,2026-03-17,Uttara,waste,low,unresolved,18,Garbage has not been collected for several days in Uttara.,0
CM-0519,2026-03-24,Uttara,water,medium,unresolved,19,No municipal water available in part of Uttara since last night.,0
CM-0520,2026-03-14,Mirpur,road,medium,unresolved,6,Broken pavement and uneven road surface reported in Mirpur.,0
CM-0521,2026-03-09,Uttara,water,low,unresolved,5,Residents in Uttara report muddy tap water during morning hours.,0
CM-0522,2026-03-09,Dhanmondi,water,low,unresolved,12,No municipal water available in part of Dhanmondi since last night.,0
CM-0523,2026-03-30,Mirpur,road,high,resolved,2,"Road repair work is incomplete in Mirpur, creating traffic bottlenecks.",0
CM-0524,2026-03-05,Mohammadpur,road,medium,resolved,7,"Road repair work is incomplete in Mohammadpur, creating traffic bottlenecks.",0
CM-0525,2026-03-15,Uttara,waste,medium,unresolved,19,Illegal dumping spotted beside a residential lane in Uttara.,0
CM-0526,2026-03-19,Demra,traffic,medium,unresolved,11,Unauthorized roadside parking worsening traffic flow in Demra.,0
CM-0527,2026-03-10,Demra,road,medium,resolved,4,Broken pavement and uneven road surface reported in Demra.,0
CM-0528,2026-04-01,Mirpur,traffic,medium,unresolved,17,Traffic police presence is low in Mirpur during rush hours.,0
CM-0529,2026-04-03,Mirpur,road,medium,unresolved,15,Broken pavement and uneven road surface reported in Mirpur.,0
CM-0530,2026-02-28,Farmgate,waste,low,resolved,5,Overflowing community bin in Farmgate is causing foul smell.,0
CM-0531,2026-02-14,Farmgate,traffic,low,unresolved,15,Frequent gridlock near bus stop reported in Farmgate.,0
CM-0532,2026-04-05,Mirpur,road,medium,resolved,1,Street section in Mirpur is flooded after rain due to damaged road drainage.,0
CM-0533,2026-02-25,Mirpur,road,high,unresolved,11,Large pothole near the main road in Mirpur causing bike accidents.,0
CM-0534,2026-02-12,Mohammadpur,road,medium,unresolved,12,Street section in Mohammadpur is flooded after rain due to damaged road drainage.,0
CM-0535,2026-02-28,Uttara,waste,low,unresolved,7,Waste pile near market area in Uttara attracting stray animals.,0
CM-0536,2026-02-11,Mirpur,waste,medium,unresolved,10,Overflowing community bin in Mirpur is causing foul smell.,0
CM-0537,2026-02-10,Mirpur,waste,medium,unresolved,7,Overflowing community bin in Mirpur is causing foul smell.,0
CM-0538,2026-04-03,Mohammadpur,waste,medium,resolved,5,Waste pile near market area in Mohammadpur attracting stray animals.,0
CM-0539,2026-03-31,Demra,traffic,medium,resolved,5,Frequent gridlock near bus stop reported in Demra.,0
CM-0540,2026-03-05,Mirpur,road,medium,unresolved,19,Large pothole near the main road in Mirpur causing bike accidents.,0
CM-0541,2026-02-14,Farmgate,traffic,low,unresolved,18,Traffic police presence is low in Farmgate during rush hours.,0
CM-0542,2026-03-08,Uttara,water,medium,unresolved,17,Low water pressure reported in multiple households in Uttara.,0
CM-0543,2026-03-13,Mohammadpur,waste,medium,resolved,2,Overflowing community bin in Mohammadpur is causing foul smell.,0
CM-0544,2026-02-23,Farmgate,road,low,unresolved,9,Broken pavement and uneven road surface reported in Farmgate.,0
CM-0545,2026-03-15,Mohammadpur,water,medium,unresolved,16,Leakage from underground supply line in Mohammadpur wasting clean water.,0
CM-0546,2026-02-13,Mirpur,road,medium,unresolved,10,"Road repair work is incomplete in Mirpur, creating traffic bottlenecks.",0
CM-0547,2026-03-31,Uttara,water,low,unresolved,10,No municipal water available in part of Uttara since last night.,0
CM-0548,2026-02-18,Farmgate,waste,low,resolved,3,Overflowing community bin in Farmgate is causing foul smell.,0
CM-0549,2026-04-03,Mirpur,traffic,high,resolved,5,Signal light malfunction causing long queues in Mirpur.,0
CM-0550,2026-03-30,Demra,waste,low,resolved,4,Illegal dumping spotted beside a residential lane in Demra.,0
CM-0551,2026-03-31,Gulshan,traffic,low,resolved,4,Frequent gridlock near bus stop reported in Gulshan.,0
CM-0552,2026-03-27,Mohammadpur,road,medium,resolved,5,"Road repair work is incomplete in Mohammadpur, creating traffic bottlenecks.",0
CM-0553,2026-03-30,Uttara,water,low,unresolved,7,Residents in Uttara report muddy tap water during morning hours.,0
CM-0554,2026-03-06,Uttara,waste,medium,resolved,1,Illegal dumping spotted beside a residential lane in Uttara.,0
CM-0555,2026-04-02,Uttara,road,low,resolved,6,Drain cover is missing on a busy road in Uttara.,0
CM-0556,2026-02-12,Gulshan,traffic,low,resolved,5,Signal light malfunction causing long queues in Gulshan.,0
CM-0557,2026-02-23,Farmgate,traffic,medium,unresolved,9,Signal light malfunction causing long queues in Farmgate.,0
CM-0558,2026-03-02,Gulshan,traffic,low,unresolved,12,Unauthorized roadside parking worsening traffic flow in Gulshan.,0
CM-0559,2026-03-18,Uttara,traffic,low,resolved,7,Signal light malfunction causing long queues in Uttara.,0
CM-0560,2026-02-12,Uttara,road,low,unresolved,14,Broken pavement and uneven road surface reported in Uttara.,0
CM-0561,2026-03-28,Mirpur,traffic,high,resolved,2,Signal light malfunction causing long queues in Mirpur.,0
CM-0562,2026-03-03,Demra,waste,low,resolved,1,Blocked drain in Demra due to accumulated plastic waste.,0
CM-0563,2026-03-19,Mirpur,road,high,resolved,5,Drain cover is missing on a busy road in Mirpur.,0
CM-0564,2026-03-04,Mirpur,water,medium,unresolved,15,Low water pressure reported in multiple households in Mirpur.,0
CM-0565,2026-02-22,Dhanmondi,waste,low,unresolved,12,Overflowing community bin in Dhanmondi is causing foul smell.,0
CM-0566,2026-03-09,Mirpur,water,medium,resolved,2,No municipal water available in part of Mirpur since last night.,0
CM-0567,2026-03-25,Mirpur,road,high,resolved,6,Drain cover is missing on a busy road in Mirpur.,0
CM-0568,2026-04-07,Gulshan,water,low,resolved,4,No municipal water available in part of Gulshan since last night.,0
CM-0569,2026-03-17,Mirpur,water,high,resolved,5,Low water pressure reported in multiple households in Mirpur.,0
CM-0570,2026-02-18,Mirpur,road,medium,unresolved,17,Large pothole near the main road in Mirpur causing bike accidents.,0
CM-0571,2026-04-08,Mirpur,road,medium,unresolved,6,Drain cover is missing on a busy road in Mirpur.,0
CM-0572,2026-03-23,Mohammadpur,traffic,medium,unresolved,6,Frequent gridlock near bus stop reported in Mohammadpur.,0
CM-0573,2026-04-07,Demra,road,low,unresolved,8,Broken pavement and uneven road surface reported in Demra.,0
CM-0574,2026-02-10,Demra,water,low,resolved,3,Low water pressure reported in multiple households in Demra.,0
CM-0575,2026-02-28,Mohammadpur,waste,medium,unresolved,5,Waste pile near market area in Mohammadpur attracting stray animals.,0
CM-0576,2026-03-26,Uttara,road,medium,unresolved,20,"Road repair work is incomplete in Uttara, creating traffic bottlenecks.",0
CM-0577,2026-03-07,Mohammadpur,road,medium,unresolved,9,Broken pavement and uneven road surface reported in Mohammadpur.,0
CM-0578,2026-03-08,Demra,water,low,unresolved,14,Low water pressure reported in multiple households in Demra.,0
CM-0579,2026-03-09,Mirpur,traffic,medium,resolved,6,Frequent gridlock near bus stop reported in Mirpur.,0
CM-0580,2026-03-03,Mohammadpur,waste,low,unresolved,8,Garbage has not been collected for several days in Mohammadpur.,0
CM-0581,2026-03-31,Mirpur,road,high,resolved,5,"Road repair work is incomplete in Mirpur, creating traffic bottlenecks.",0
CM-0582,2026-04-02,Gulshan,water,low,unresolved,6,Residents in Gulshan report muddy tap water during morning hours.,0
CM-0583,2026-04-08,Mirpur,water,high,resolved,6,Leakage from underground supply line in Mirpur wasting clean water.,0
CM-0584,2026-02-21,Demra,road,low,unresolved,7,Drain cover is missing on a busy road in Demra.,0
CM-0585,2026-03-20,Mirpur,waste,medium,unresolved,6,Illegal dumping spotted beside a residential lane in Mirpur.,0
CM-0586,2026-02-12,Mirpur,road,high,unresolved,20,Drain cover is missing on a busy road in Mirpur.,0
CM-0587,2026-04-03,Mohammadpur,road,medium,resolved,1,Broken pavement and uneven road surface reported in Mohammadpur.,0
CM-0588,2026-02-21,Mohammadpur,waste,medium,resolved,3,Overflowing community bin in Mohammadpur is causing foul smell.,0
CM-0589,2026-03-25,Uttara,road,low,unresolved,17,Broken pavement and uneven road surface reported in Uttara.,0
CM-0590,2026-03-08,Mirpur,road,medium,resolved,1,Drain cover is missing on a busy road in Mirpur.,0
CM-0591,2026-03-12,Dhanmondi,waste,low,resolved,2,Overflowing community bin in Dhanmondi is causing foul smell.,0
CM-0592,2026-04-02,Mohammadpur,waste,medium,resolved,4,Waste pile near market area in Mohammadpur attracting stray animals.,0
CM-0593,2026-03-17,Gulshan,water,low,unresolved,13,Leakage from underground supply line in Gulshan wasting clean water.,0
CM-0594,2026-03-02,Mirpur,road,medium,unresolved,18,"Road repair work is incomplete in Mirpur, creating traffic bottlenecks.",0
CM-0595,2026-04-08,Demra,waste,low,resolved,1,Waste pile near market area in Demra attracting stray animals.,0
CM-0596,2026-02-26,Farmgate,water,low,unresolved,10,Leakage from underground supply line in Farmgate wasting clean water.,0
CM-0597,2026-04-03,Uttara,water,low,resolved,1,Intermittent water supply disruption observed in Uttara.,0
CM-0598,2026-03-26,Mohammadpur,water,low,unresolved,8,Low water pressure reported in multiple households in Mohammadpur.,0
CM-0599,2026-04-04,Farmgate,road,low,resolved,7,"Road repair work is incomplete in Farmgate, creating traffic bottlenecks.",0
CM-0600,2026-03-05,Mirpur,road,high,resolved,1,Large pothole near the main road in Mirpur causing bike accidents.,0
